track_name,artists,album_name,popularity,duration_ms,explicit,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature,track_genre,playlistname,source,domain,chart,region,date,position,title,artist,url,scraped_at
Daisies,Weston Estate,Maggie Valley,55,203293,False,0.64,0.416,2,-7.897,1,0.0265,0.435,8.82e-06,0.123,0.343,106.008,4,chill,[nan],billboard,billboard.com,hot-100,,2025-11-08,6,Daisies,Justin Bieber,,2025-11-10T11:27:47.429636+00:00
Thriller,Michael Jackson,Scream,70,358053,False,0.764,0.887,11,-3.726,1,0.0744,0.0816,0.00011,0.847,0.72,118.427,4,soul,[nan],billboard,billboard.com,hot-100,,2025-11-08,32,Thriller,Michael Jackson,,2025-11-10T11:27:47.429636+00:00
This Is Halloween,The Countdown Kids,Halloween Movie & TV Classics,0,194193,False,0.644,0.644,5,-5.057,0,0.11,0.634,0.0,0.136,0.463,167.418,4,children,"[nan, nan]",billboard,billboard.com,hot-100,,2025-11-08,47,This Is Halloween,The Citizens of Halloween,,2025-11-10T11:27:47.429636+00:00
Rockin' Around The Christmas Tree,Brenda Lee,Country Christmas Greatest Hits,1,124906,False,0.708,0.593,8,-6.167,1,0.046,0.764,0.0,0.484,0.856,140.508,4,rockabilly,"[nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]",billboard,billboard.com,hot-100,,2024-01-06,1,Rockin' Around The Christmas Tree,Brenda Lee,,2025-11-22T14:54:46.536981+00:00
Jingle Bell Rock,Blake Shelton,Merry Christmas,1,123400,False,0.65,0.736,0,-5.222,1,0.0378,0.122,0.0,0.0998,0.595,129.941,4,country,"[nan, nan, nan, nan]",billboard,billboard.com,hot-100,,2024-01-06,3,Jingle Bell Rock,Bobby Helms,,2025-11-22T14:54:46.536981+00:00
Last Christmas,Wham!,LAST CHRISTMAS,74,262960,False,0.735,0.478,2,-12.472,1,0.0293,0.189,2.48e-06,0.355,0.947,107.682,4,disco,"[nan, nan, nan, nan]",billboard,billboard.com,hot-100,,2024-01-06,4,Last Christmas,Wham!,,2025-11-22T14:54:46.536981+00:00
It's The Most Wonderful Time Of The Year,Vince Gill,Country Christmas Greatest Hits,1,165026,False,0.519,0.397,8,-9.369,1,0.0293,0.852,3.95e-05,0.217,0.557,97.717,3,country,[nan],billboard,billboard.com,hot-100,,2024-01-06,6,It's The Most Wonderful Time Of The Year,Andy Williams,,2025-11-22T14:54:46.536981+00:00
Let It Snow! Let It Snow! Let It Snow!,Dean Martin,Christmas Songs 2022,3,115240,False,0.484,0.332,1,-10.312,1,0.037,0.787,0.0,0.373,0.683,134.999,4,jazz,"[nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]",billboard,billboard.com,hot-100,,2024-01-06,7,Let It Snow! Let It Snow! Let It Snow!,Dean Martin,,2025-11-22T14:54:46.536981+00:00
The Christmas Song (Merry Christmas To You),Nat King Cole,World's Best Christmas Playlist,1,192160,False,0.32,0.21,6,-15.231,1,0.0345,0.92,8.01e-05,0.138,0.208,73.196,5,jazz,"[nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]",billboard,billboard.com,hot-100,,2024-01-06,12,The Christmas Song (Merry Christmas To You),"Nat ""King"" Cole",,2025-11-22T14:54:46.536981+00:00
Jingle Bells,Brian Culbertson,Happy Christmas Instrumentals,0,251506,False,0.664,0.744,0,-8.318,1,0.0543,0.284,0.858,0.937,0.463,95.138,4,jazz,"[nan, nan, nan]",billboard,billboard.com,hot-100,,2024-01-06,16,Jingle Bells,Frank Sinatra With The Orchestra & Chorus Of Gordon Jenkins,,2025-11-22T14:54:46.536981+00:00
Deck The Halls,Nat King Cole,Rock Christmas 2022 - The Very Best Of,1,69000,False,0.635,0.393,9,-10.889,1,0.0394,0.652,0.0,0.0845,0.97,107.172,4,jazz,"[nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]",billboard,billboard.com,hot-100,,2024-01-06,17,Deck The Halls,Nat King Cole,,2025-11-22T14:54:46.536981+00:00
Blue Christmas,Elvis Presley,Santa Claus Is Coming To Town,0,128080,False,0.506,0.475,4,-7.552,1,0.0324,0.83,0.00411,0.124,0.596,94.494,4,rock-n-roll,"[nan, nan, nan, nan, nan]",billboard,billboard.com,hot-100,,2024-01-06,18,Blue Christmas,Elvis Presley,,2025-11-22T14:54:46.536981+00:00
Santa Baby,Eartha Kitt,Classic Christmas Greatest Hits,0,168949,False,0.467,0.237,5,-13.373,0,0.0542,0.892,3.46e-06,0.148,0.388,101.759,4,jazz,[nan],billboard,billboard.com,hot-100,,2024-01-06,20,Santa Baby,Eartha Kitt With Henri Rene And His Orchestra,,2025-11-22T14:54:46.536981+00:00
Run Rudolph Run,Chuck Berry,CHRISTMAS TOP HITS 2022,0,162897,False,0.647,0.876,10,-5.662,1,0.185,0.881,3.59e-05,0.26,0.949,151.925,4,blues,"[nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]",billboard,billboard.com,hot-100,,2024-01-06,22,Run Rudolph Run,Chuck Berry,,2025-11-22T14:54:46.536981+00:00
It's Beginning to Look a Lot Like Christmas,Michael Bublé,Perfect Christmas Hits,1,206346,False,0.335,0.232,4,-11.042,1,0.0334,0.908,8.89e-06,0.292,0.381,93.391,3,j-pop,"[nan, nan, nan, nan, nan, nan, nan, nan]",billboard,billboard.com,hot-100,,2024-01-06,23,It's Beginning To Look A Lot Like Christmas,Michael Buble,,2025-11-22T14:54:46.536981+00:00
Little Saint Nick,The Beach Boys,Classic Christmas Greatest Hits,0,120226,False,0.551,0.424,6,-10.73,1,0.0353,0.637,0.0,0.165,0.925,131.746,4,psych-rock,"[nan, nan]",billboard,billboard.com,hot-100,,2024-01-06,25,Little Saint Nick,The Beach Boys,,2025-11-22T14:54:46.536981+00:00
Wonderful Christmastime,Paul McCartney,Holidays Are Coming,0,225933,False,0.672,0.601,11,-6.469,1,0.0279,0.128,0.0,0.0824,0.763,94.699,4,folk,"[nan, nan]",billboard,billboard.com,hot-100,,2024-01-06,26,Wonderful Christmastime,Paul McCartney,,2025-11-22T14:54:46.536981+00:00
This Christmas,Pink Sweat$;Donny Hathaway,Perfect Christmas Hits,0,181365,False,0.639,0.656,7,-6.581,0,0.0421,0.118,2.76e-06,0.0841,0.382,93.129,4,chill,"[nan, nan, nan, nan, nan, nan, nan, nan, nan]",billboard,billboard.com,hot-100,,2024-01-06,34,This Christmas,Donny Hathaway,,2025-11-22T14:54:46.536981+00:00
Mistletoe,Justin Bieber,Holidays Are Coming,2,183066,False,0.623,0.668,6,-7.282,0,0.0531,0.475,0.0,0.0862,0.823,161.948,4,pop,"[nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]",billboard,billboard.com,hot-100,,2024-01-06,37,Mistletoe,Justin Bieber,,2025-11-22T14:54:46.536981+00:00
Have Yourself A Merry Little Christmas,Mary J. Blige,Christmas Best Hits 2022,0,277680,False,0.409,0.281,7,-10.388,1,0.0394,0.883,0.000106,0.186,0.215,124.486,3,soul,"[nan, nan, nan]",billboard,billboard.com,hot-100,,2024-01-06,41,Have Yourself A Merry Little Christmas,Michael Buble,,2025-11-22T14:54:46.536981+00:00
I Saw Mommy Kissing Santa Claus,The Jackson 5,Best Christmas Songs 2022 | For under the Mistletoe,1,181360,False,0.582,0.705,3,-8.169,1,0.0539,0.29,1.38e-06,0.797,0.64,128.89,4,soul,"[nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]",billboard,billboard.com,hot-100,,2024-01-06,43,I Saw Mommy Kissing Santa Claus,Jackson 5,,2025-11-22T14:54:46.536981+00:00
Merry Christmas,Ed Sheeran;Elton John,Christmas Music - Holiday Hits,5,208546,False,0.594,0.935,0,-2.018,1,0.0357,0.243,2.36e-06,0.102,0.602,113.99,4,pop,"[nan, nan, nan, nan]",billboard,billboard.com,hot-100,,2024-01-06,46,Merry Christmas,Ed Sheeran & Elton John,,2025-11-22T14:54:46.536981+00:00
Everybody,Ingrid Michaelson,Everybody,54,208426,False,0.742,0.636,11,-6.744,1,0.0331,0.446,0.0,0.0817,0.48,95.002,4,acoustic,['Everybody'],billboard,billboard.com,hot-100,,2024-01-06,55,Everybody,Nicki Minaj Featuring Lil Uzi Vert,,2025-11-22T14:54:46.536981+00:00
World's on Fire,The Lil Smokies,Tornillo,21,237158,False,0.287,0.677,9,-5.954,1,0.0362,0.248,0.014,0.254,0.371,156.475,4,bluegrass,[nan],billboard,billboard.com,hot-100,,2024-01-06,61,World On Fire,Nate Smith,,2025-11-22T14:54:46.536981+00:00
Unholy (feat. Kim Petras),Sam Smith;Kim Petras,Unholy (feat. Kim Petras),100,156943,False,0.714,0.472,2,-7.375,1,0.0864,0.013,4.51e-06,0.266,0.238,131.121,4,dance,"[nan, nan]",billboard,billboard.com,hot-100,,2023-01-07,10,Unholy,Sam Smith & Kim Petras,,2025-11-22T15:08:01.843069+00:00
I'm Good (Blue),David Guetta;Bebe Rexha,I'm Good (Blue),98,175238,True,0.561,0.965,7,-3.673,0,0.0343,0.00383,7.07e-06,0.371,0.304,128.04,4,dance,"[nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]",billboard,billboard.com,hot-100,,2023-01-07,19,I'm Good (Blue),David Guetta & Bebe Rexha,,2025-11-22T15:08:01.843069+00:00
Die For You,The Weeknd,Starboy,88,260253,False,0.582,0.525,1,-7.163,0,0.0627,0.111,0.0,0.134,0.51,133.249,4,pop,[nan],billboard,billboard.com,hot-100,,2023-01-07,26,Die For You,The Weeknd & Ariana Grande,,2025-11-22T15:08:01.843069+00:00
Bad Habit,Ben Platt,Sing To Me Instead,49,262760,False,0.339,0.495,5,-6.374,1,0.0325,0.379,0.0,0.102,0.121,134.336,4,show-tunes,[nan],billboard,billboard.com,hot-100,,2023-01-07,30,Bad Habit,Steve Lacy,,2025-11-22T15:08:01.843069+00:00
As It Was,Harry Styles,As It Was,95,167303,False,0.52,0.731,6,-5.338,0,0.0557,0.342,0.00101,0.311,0.662,173.93,4,pop,"[nan, nan]",billboard,billboard.com,hot-100,,2023-01-07,31,As It Was,Harry Styles,,2025-11-22T15:08:01.843069+00:00
CUFF IT,Beyoncé,RENAISSANCE,93,225388,True,0.78,0.689,7,-5.668,1,0.141,0.0368,9.69e-06,0.0698,0.642,115.042,4,dance,[nan],billboard,billboard.com,hot-100,,2023-01-07,38,Cuff It,Beyonce,,2025-11-22T15:08:01.843069+00:00
Under The Influence,Chris Brown,Indigo (Extended),96,184613,True,0.733,0.69,9,-5.529,0,0.0427,0.0635,1.18e-06,0.105,0.31,116.992,4,dance,"[nan, nan]",billboard,billboard.com,hot-100,,2023-01-07,39,Under The Influence,Chris Brown,,2025-11-22T15:08:01.843069+00:00
Something in the Orange,Zach Bryan,New Country,3,228013,False,0.369,0.192,4,-12.151,0,0.04,0.555,8.35e-06,0.0954,0.148,175.212,3,country,"[nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]",billboard,billboard.com,hot-100,,2023-01-07,42,Something In The Orange,Zach Bryan,,2025-11-22T15:08:01.843069+00:00
You Proof,Morgan Wallen,You Proof,86,157477,False,0.731,0.85,9,-4.913,1,0.0336,0.252,0.0,0.605,0.644,119.706,4,country,[nan],billboard,billboard.com,hot-100,,2023-01-07,46,You Proof,Morgan Wallen,,2025-11-22T15:08:01.843069+00:00
golden hour,JVKE,this is what ____ feels like (Vol. 1-4),81,209259,False,0.515,0.593,4,-4.801,1,0.0322,0.653,0.162,0.25,0.153,94.467,3,indie-pop,"[nan, nan, nan, nan]",billboard,billboard.com,hot-100,,2023-01-07,49,Golden Hour,JVKE,,2025-11-22T15:08:01.843069+00:00
Super Freaky Girl,Nicki Minaj,Super Freaky Girl,92,170977,True,0.95,0.891,2,-2.653,1,0.241,0.0645,1.77e-05,0.309,0.912,133.01,4,dance,"[nan, nan, nan]",billboard,billboard.com,hot-100,,2023-01-07,51,Super Freaky Girl,Nicki Minaj,,2025-11-22T15:08:01.843069+00:00
Superhero,Unknown Brain;Chris Linton,Superhero,65,179224,False,0.667,0.937,8,-4.053,0,0.0709,0.0271,1.27e-05,0.318,0.22,75.015,4,edm,[nan],billboard,billboard.com,hot-100,,2023-01-07,55,Superhero (Heroes & Villains),"Metro Boomin, Future & Chris Brown",,2025-11-22T15:08:01.843069+00:00
Thank God,Kane Brown;Katelyn Brown,Different Man,78,174560,False,0.738,0.455,3,-8.735,1,0.0352,0.695,0.0,0.107,0.441,99.945,4,country,[nan],billboard,billboard.com,hot-100,,2023-01-07,56,Thank God,Kane Brown With Katelyn Brown,,2025-11-22T15:08:01.843069+00:00
Until I Found You,Stephen Sanchez,Until I Found You,90,177720,False,0.539,0.508,10,-6.05,1,0.0288,0.727,0.0,0.174,0.227,101.358,3,pop,"[nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]",billboard,billboard.com,hot-100,,2023-01-07,58,Until I Found You,Stephen Sanchez,,2025-11-22T15:08:01.843069+00:00
Rock and A Hard Place,Bailey Zimmerman,Rock and A Hard Place,84,207540,False,0.582,0.568,1,-7.3,1,0.0275,0.577,0.0,0.105,0.394,121.991,3,country,[nan],billboard,billboard.com,hot-100,,2023-01-07,61,Rock And A Hard Place,Bailey Zimmerman,,2025-11-22T15:08:01.843069+00:00
Victoria's Secret,Jax,Pop n' Fresh,0,176124,True,0.586,0.556,6,-7.639,1,0.0592,0.00655,0.0,0.0836,0.517,167.018,4,singer-songwriter,"[nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]",billboard,billboard.com,hot-100,,2023-01-07,63,Victoria's Secret,Jax,,2025-11-22T15:08:01.843069+00:00
Low,ZABO,Low,32,176000,False,0.692,0.788,2,-2.718,1,0.0397,0.0788,0.685,0.364,0.364,105.006,4,club,[nan],billboard,billboard.com,hot-100,,2023-01-07,65,Low,SZA,,2025-11-22T15:08:01.843069+00:00
STAR WALKIN' (League of Legends Worlds Anthem),Lil Nas X,STAR WALKIN' (League of Legends Worlds Anthem),90,210575,True,0.637,0.715,2,-4.971,0,0.0455,0.148,0.0,0.0892,0.308,141.872,4,hip-hop,[nan],billboard,billboard.com,hot-100,,2023-01-07,78,Star Walkin' (League Of Legends Worlds Anthem),Lil Nas X,,2025-11-22T15:08:01.843069+00:00
Calm Down (with Selena Gomez),Rema;Selena Gomez,Calm Down (with Selena Gomez),92,239317,False,0.801,0.806,11,-5.206,1,0.0381,0.382,0.000669,0.114,0.802,106.999,4,pop,[nan],billboard,billboard.com,hot-100,,2023-01-07,79,Calm Down,Rema & Selena Gomez,,2025-11-22T15:08:01.843069+00:00
Hold Me Closer,Elton John;Britney Spears,Hold Me Closer,89,202245,False,0.667,0.75,0,-4.602,1,0.0906,0.0746,0.000198,0.197,0.486,126.041,4,piano,"[nan, nan, nan, nan, nan]",billboard,billboard.com,hot-100,,2023-01-07,82,Hold Me Closer,Elton John & Britney Spears,,2025-11-22T15:08:01.843069+00:00
No Te Va,Joey Montana;Lalo Ebratt,Fiesta Reggaeton 2010s,0,204880,False,0.844,0.934,7,-1.223,0,0.078,0.17,0.000121,0.134,0.647,96.983,4,latin,"[nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]",billboard,billboard.com,hot-100,,2023-01-07,93,No Se Va,Grupo Frontera,,2025-11-22T15:08:01.843069+00:00
Pick Me Up,Gabby Barrett,Country Car Hits,0,169440,False,0.472,0.701,2,-4.563,1,0.0369,0.0387,0.0,0.107,0.515,79.805,4,country,"[nan, nan, nan, nan, nan, nan, nan, nan, nan]",billboard,billboard.com,hot-100,,2023-01-07,96,Pick Me Up,Gabby Barrett,,2025-11-22T15:08:01.843069+00:00
Next Thing You Know,Jordan Davis,Next Thing You Know,75,175237,False,0.557,0.597,5,-8.296,1,0.048,0.646,0.0,0.0974,0.414,78.526,4,country,[nan],billboard,billboard.com,hot-100,,2023-07-01,28,Next Thing You Know,Jordan Davis,,2025-11-22T15:09:11.302782+00:00
Tennessee Orange,Megan Moroney,Tennessee Orange,78,223119,False,0.38,0.488,9,-6.637,1,0.029,0.126,7.23e-06,0.115,0.268,156.031,3,country,[nan],billboard,billboard.com,hot-100,,2023-07-01,43,Tennessee Orange,Megan Moroney,,2025-11-22T15:09:11.302782+00:00
See You Again,One Voice Children's Choir,Memories,43,209881,False,0.64,0.406,10,-9.337,1,0.0476,0.787,0.0,0.0725,0.247,80.029,4,children,[nan],billboard,billboard.com,hot-100,,2023-07-01,70,See You Again,"Tyler, the Creator Featuring Kali Uchis",,2025-11-22T15:09:11.302782+00:00
Ain't That Love,Ray Charles,Thanksgiving Party,0,173906,False,0.751,0.467,10,-9.535,1,0.327,0.303,0.0,0.163,0.774,118.11,4,blues,"[nan, nan, nan, nan]",billboard,billboard.com,hot-100,,2023-07-01,90,Ain't That Some,Morgan Wallen,,2025-11-22T15:09:11.302782+00:00
Easy On Me,Adele,Easy On Me,85,224694,False,0.604,0.366,5,-7.519,1,0.0282,0.578,0.0,0.133,0.13,141.981,4,british,"[nan, nan, nan, nan]",billboard,billboard.com,hot-100,,2022-01-01,5,Easy On Me,Adele,,2025-11-22T15:10:20.303946+00:00
STAY (with Justin Bieber),The Kid LAROI;Justin Bieber,STAY (with Justin Bieber),89,141805,True,0.591,0.764,1,-5.484,1,0.0483,0.0383,0.0,0.103,0.478,169.928,4,hip-hop,"[nan, nan, nan, nan]",billboard,billboard.com,hot-100,,2022-01-01,9,Stay,The Kid LAROI & Justin Bieber,,2025-11-22T15:10:20.303946+00:00
Heat Waves,Glass Animals,Heat Waves,85,238805,False,0.761,0.525,11,-6.9,1,0.0944,0.44,6.7e-06,0.0921,0.531,80.87,4,indie-pop,"[nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]",billboard,billboard.com,hot-100,,2022-01-01,15,Heat Waves,Glass Animals,,2025-11-22T15:10:20.303946+00:00
INDUSTRY BABY (feat. Jack Harlow),Lil Nas X;Jack Harlow,INDUSTRY BABY (feat. Jack Harlow),86,212000,True,0.736,0.704,3,-7.409,0,0.0615,0.0203,0.0,0.0501,0.894,149.995,4,hip-hop,"[nan, nan, nan]",billboard,billboard.com,hot-100,,2022-01-01,22,Industry Baby,Lil Nas X & Jack Harlow,,2025-11-22T15:10:20.303946+00:00
Shivers,Ed Sheeran,Today's Party Hits,0,207853,False,0.788,0.859,2,-2.724,1,0.0856,0.281,0.0,0.0424,0.822,141.02,4,pop,[nan],billboard,billboard.com,hot-100,,2022-01-01,23,Shivers,Ed Sheeran,,2025-11-22T15:10:20.303946+00:00
Need to Know,Doja Cat,Planet Her,84,210560,True,0.664,0.609,1,-6.509,1,0.0707,0.304,0.0,0.0926,0.194,130.041,4,dance,"[nan, nan]",billboard,billboard.com,hot-100,,2022-01-01,24,Need To Know,Doja Cat,,2025-11-22T15:10:20.303946+00:00
Super Gremlin,Kodak Black,"#Multiverse, If the Multiverse Is Real",4,200547,True,0.825,0.414,2,-6.634,1,0.144,0.00265,0.0,0.357,0.106,72.993,4,hip-hop,"[nan, nan, nan, nan, nan, nan, nan, nan, nan]",billboard,billboard.com,hot-100,,2022-01-01,26,Super Gremlin,Kodak Black,,2025-11-22T15:10:20.303946+00:00
abcdefu,GAYLE,abcdefu,86,168601,True,0.695,0.54,4,-5.692,1,0.0493,0.299,0.0,0.367,0.415,121.932,4,alternative,"[nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]",billboard,billboard.com,hot-100,,2022-01-01,27,abcdefu,GAYLE,,2025-11-22T15:10:20.303946+00:00
Bad Habits,Ed Sheeran,=,88,230746,False,0.807,0.893,11,-3.745,0,0.0347,0.0451,2.79e-05,0.366,0.537,126.011,4,pop,[nan],billboard,billboard.com,hot-100,,2022-01-01,31,Bad Habits,Ed Sheeran,,2025-11-22T15:10:20.303946+00:00
Smokin out the Window,Bruno Mars;Anderson .Paak;Silk Sonic,Hip Hop & R'n'B,0,197442,False,0.627,0.618,2,-8.529,1,0.0437,0.0558,0.0,0.351,0.848,82.03,4,dance,"[nan, nan, nan, nan, nan, nan, nan]",billboard,billboard.com,hot-100,,2022-01-01,32,Smokin Out The Window,Silk Sonic (Bruno Mars & Anderson .Paak),,2025-11-22T15:10:20.303946+00:00
Linus And Lucy,Vince Guaraldi Trio,Best Christmas Playlist Ever 2022,0,185453,False,0.497,0.386,8,-14.177,1,0.038,0.784,0.927,0.167,0.695,81.774,4,jazz,"['DW Emotion Exercise - Joy', 'DW Emotion Exercise - Joy', 'DW Emotion Exercise - Joy']",billboard,billboard.com,hot-100,,2022-01-01,37,Linus And Lucy (Peanuts Theme),Vince Guaraldi Trio,,2025-11-22T15:10:20.303946+00:00
good 4 u,Olivia Rodrigo,SOUR,88,178146,True,0.563,0.664,9,-5.044,1,0.154,0.335,0.0,0.0849,0.688,166.928,4,pop,[nan],billboard,billboard.com,hot-100,,2022-01-01,38,Good 4 U,Olivia Rodrigo,,2025-11-22T15:10:20.303946+00:00
Ghost,Justin Bieber,Justice,88,153190,False,0.601,0.741,2,-5.569,1,0.0478,0.185,2.91e-05,0.415,0.441,153.96,4,pop,"[nan, nan, nan, nan]",billboard,billboard.com,hot-100,,2022-01-01,39,Ghost,Justin Bieber,,2025-11-22T15:10:20.303946+00:00
Fancy Like,Walker Hayes,Country Stuff The Album,77,161853,False,0.647,0.765,1,-6.459,1,0.06,0.111,0.0,0.315,0.855,79.994,4,country,[nan],billboard,billboard.com,hot-100,,2022-01-01,45,Fancy Like,Walker Hayes,,2025-11-22T15:10:20.303946+00:00
THATS WHAT I WANT,Lil Nas X,MONTERO,87,143901,True,0.737,0.846,1,-4.51,0,0.22,0.00614,0.0,0.0486,0.546,87.981,4,hip-hop,"[nan, nan]",billboard,billboard.com,hot-100,,2022-01-01,49,Thats What I Want,Lil Nas X,,2025-11-22T15:10:20.303946+00:00
Happier Than Ever,Billie Eilish,Autumn Vibes 2022,0,298899,False,0.314,0.238,0,-8.802,1,0.0389,0.741,0.00193,0.128,0.303,72.535,3,pop,"[nan, nan]",billboard,billboard.com,hot-100,,2022-01-01,51,Happier Than Ever,Billie Eilish,,2025-11-22T15:10:20.303946+00:00
Better Days,NEIKED;Mae Muller;Polo G,pov: it's 2021,0,160656,False,0.717,0.671,0,-5.077,0,0.0337,0.0018,2.54e-06,0.0921,0.699,110.054,4,house,"[nan, nan, nan, nan]",billboard,billboard.com,hot-100,,2022-01-01,56,Better Days,NEIKED X Mae Muller X Polo G,,2025-11-22T15:10:20.303946+00:00
Oh My God,Adele,30,82,225148,False,0.534,0.725,1,-3.906,1,0.046,0.091,0.0,0.0264,0.55,88.098,4,british,"[nan, nan]",billboard,billboard.com,hot-100,,2022-01-01,57,Oh My God,Adele,,2025-11-22T15:10:20.303946+00:00
Buy Dirt,Jordan Davis;Luke Bryan,Autumn Vibe,0,167480,False,0.586,0.559,4,-6.725,1,0.05,0.639,0.0,0.0872,0.437,177.945,4,country,"[nan, nan]",billboard,billboard.com,hot-100,,2022-01-01,59,Buy Dirt,Jordan Davis Featuring Luke Bryan,,2025-11-22T15:10:20.303946+00:00
Meet Me At Our Spot,THE ANXIETY;WILLOW;Tyler Cole,THE ANXIETY,81,162680,True,0.773,0.47,2,-7.93,1,0.0299,0.0153,0.000193,0.0851,0.399,94.995,4,alternative,"[nan, nan, nan, nan]",billboard,billboard.com,hot-100,,2022-01-01,60,Meet Me At Our Spot,THE ANXIETY: WILLOW & Tyler Cole,,2025-11-22T15:10:20.303946+00:00
Whiskey and Rain,Michael Ray,Easy Country,0,206986,False,0.653,0.623,8,-4.56,1,0.0244,0.505,3.61e-06,0.279,0.718,100.021,4,country,[nan],billboard,billboard.com,hot-100,,2022-01-01,64,Whiskey And Rain,Michael Ray,,2025-11-22T15:10:20.303946+00:00
Burn,Ellie Goulding,Halcyon Days,71,231211,False,0.559,0.777,1,-5.031,1,0.0432,0.31,0.0,0.105,0.329,87.016,4,edm,"['Twitch', 'Twitch', 'Twitch', 'Twitch', 'Ellie Goulding — Burn', 'Ellie Goulding — Burn', 'Ellie Goulding — Burn', 'Ellie Goulding — Burn']",billboard,billboard.com,hot-100,,2022-01-01,74,Burn,Juice WRLD,,2025-11-22T15:10:20.303946+00:00
Woman,Doja Cat,Planet Her,88,172626,True,0.824,0.764,5,-4.175,0,0.0854,0.0888,0.00294,0.117,0.881,107.998,4,dance,"[nan, nan]",billboard,billboard.com,hot-100,,2022-01-01,76,Woman,Doja Cat,,2025-11-22T15:10:20.303946+00:00
By Your Side,Dj Thera;Nova Jae,By Your Side,43,181935,False,0.49,0.874,0,-6.142,1,0.0388,0.132,0.0544,0.194,0.627,155.023,4,hardstyle,[nan],billboard,billboard.com,hot-100,,2022-01-01,78,By Your Side,Rod Wave,,2025-11-22T15:10:20.303946+00:00
Life Goes On,Oliver Tree,"Ugly is Beautiful: Shorter, Thicker & Uglier (Deluxe)",79,161803,False,0.7,0.49,0,-5.187,1,0.076,0.186,0.0,0.117,0.569,79.982,4,alternative,"[nan, nan, nan, nan, nan, nan, nan]",billboard,billboard.com,hot-100,,2022-01-01,81,Life Goes On,Oliver Tree,,2025-11-22T15:10:20.303946+00:00
'Til You Can't,Cody Johnson,Country Car Hits,1,224213,False,0.501,0.815,1,-4.865,1,0.0436,0.0513,0.0,0.106,0.46,160.087,4,country,"[nan, nan, nan, nan, nan, nan]",billboard,billboard.com,hot-100,,2022-01-01,82,'Til You Can't,Cody Johnson,,2025-11-22T15:10:20.303946+00:00
To Be Loved By You,Parker McCollum,Gold Chain Cowboy (Special Edition),43,199680,False,0.475,0.805,10,-4.456,1,0.0377,0.000453,0.0,0.143,0.488,145.976,4,country,[nan],billboard,billboard.com,hot-100,,2022-01-01,83,To Be Loved By You,Parker McCollum,,2025-11-22T15:10:20.303946+00:00
